"ИКБР ""ЯРИНТЕРБАНК"" (ООО)";2114319;20495;2160819;2564;01.04.2019
ИНГ БАНК (ЕВРАЗИЯ) АО;648774457;5375265;665824078;2495;01.04.2019
"Инвестиционный Банк ""ВЕСТА"" (ООО)";3824651;21895;4054327;2368;01.04.2019
"КБ ""АКРОПОЛЬ"" АО";872628;11005;902316;3027;01.04.2019
"КБ ""Альтернатива"" (ООО)";576315;0;596994;3452;01.04.2019
"КБ ""Байкалкредобанк"" (ПАО)";783181;1140;858808;2990;01.04.2019
"КБ ""Гарант-Инвест"" (АО)";26094395;427090;26833531;2576;01.04.2019
"КБ ""Геобанк"" (ООО)";2204408;73830;2278880;2027;01.04.2019
"КБ ""Дж.П. Морган Банк Интернешнл"" (ООО)";171374904;2950800;174376839;2629;01.04.2019
"КБ ""Долинск"" (АО)";3207595;16345;3322881;857;01.04.2019
"КБ ""Континенталь"" ООО";522865;0;533812;3184;01.04.2019
"КБ ""Крокус-Банк"" (ООО)";5058376;23355;5151927;2682;01.04.2019
"КБ ""Кубань Кредит"" ООО";89030980;223010;89878283;2518;01.04.2019
"КБ ""ЛОКО-Банк"" (АО)";125927116;1434065;133812805;2707;01.04.2019
"КБ ""МИА"" (АО)";27799252;306945;28445781;3344;01.04.2019
"КБ ""МКБ"" (ПАО)";4042366;59665;4482383;2524;01.04.2019
"КБ ""Максима"" (ООО)";1268597;7835;1286350;3379;01.04.2019
"КБ ""Москоммерцбанк"" (АО)";61880098;4947860;68192908;3365;01.04.2019
"КБ ""НМБ"" ООО";6516416;50995;6582146;2932;01.04.2019
"КБ ""Новый век"" (ООО)";4831871;8955;4920426;3417;01.04.2019
"КБ ""ОБР"" (ООО)";483567;2245;492190;1016;01.04.2019
"КБ ""РБА"" (ООО)";3357268;46720;4629457;3413;01.04.2019
"КБ ""Ренессанс Кредит"" (ООО)";255317697;1254225;263822931;3354;01.04.2019
"КБ ""Рента-Банк"" АО";407292;100;424697;3095;01.04.2019
"КБ ""СИСТЕМА"" ООО";5883393;19540;6497036;2846;01.04.2019
"КБ ""ССтБ"" (ООО)";6691934;9730;6841916;3397;01.04.2019
"КБ ""СТРОЙЛЕСБАНК"" (ООО)";30152640;6485;30593244;2995;01.04.2019
"КБ ""Спутник"" (ПАО)";863082;285;879380;1071;01.04.2019
"КБ ""ЭНЕРГОТРАНСБАНК"" (АО)";82925574;402585;88687545;1307;01.04.2019
КИВИ Банк (АО);116081800;1998545;122902565;2241;01.04.2019
"Коммерческий банк ""ВРБ"" (ООО)";16214083;3405;16272454;3499;01.04.2019
Креди Агриколь КИБ АО;2827372635;1816780;2829317758;1680;01.04.2019
"МБО ""ОРГБАНК"" (ООО)";11404945;235320;11805307;3312;01.04.2019
"МКБ ""Дон-Тексбанк"" ООО";288271;0;289736;1818;01.04.2019
"МКИБ ""РОССИТА-БАНК"" ООО";11014980;58620;11199106;3257;01.04.2019
МОРСКОЙ БАНК (АО);22852933;331075;23508564;77;01.04.2019
"НКО ""21 ВЕК"" (ООО)";9576;0;13869;3309;01.04.2019
"НКО ""ЕРП"" (ООО)";616312;0;622449;384;01.04.2019
"НКО ""ИНКАХРАН"" (АО)";16170525;15835;16277771;3454;01.04.2019
"НКО ""МКС"" (ООО)";233378;185;242448;3242;01.04.2019
"НКО ""МОНЕТА"" (ООО)";6965982;40230;7070101;3508;01.04.2019
"НКО ""ОРС"" (АО)";137880;5790;156000;3342;01.04.2019
"НКО ""Перспектива"" (ООО)";693980;0;698032;3532;01.04.2019
"НКО ""Платежи и Расчеты"" (АО)";1508706;0;1514582;3324;01.04.2019
"НКО ""Премиум"" (ООО)";2868195;0;2980138;3514;01.04.2019
"НКО ""РКЦ ДВ"" (АО)";124755;0;153846;3318;01.04.2019
"НКО ""Русское финансовое общество"" (ООО)";1082175;11030;1093767;3427;01.04.2019
"НКО ""ФИНЧЕР"" (ООО)";5243382;0;5244060;3486;01.04.2019
"НКО ""ЭПС"" (ООО)";5367767;0;5435421;3509;01.04.2019
НКО АО НРД;168048086;524455;170619992;3294;01.04.2019
НКО АО ПРЦ;158156;3360;165092;3306;01.04.2019
НКО Красноярский Краевой Расчетный Центр ООО;638587;0;665702;3483;01.04.2019
НКО НКЦ (АО);3937365467;49636430;4004590380;3466;01.04.2019
"ОАО ""ЮГ-Инвестбанк""";8779736;46190;9004645;2772;01.04.2019
"ОИКБ ""Русь"" (ООО)";5104292;6570;5118370;704;01.04.2019
"ООО ""АЛТЫНБАНК""";688176;100;722563;2070;01.04.2019
"ООО ""АТБ"" Банк";88099465;155030;89806611;2776;01.04.2019
"ООО ""АвтоКредитБанк""";3016248;0;3084802;1973;01.04.2019
"ООО ""Америкэн Экспресс Банк""";1813721;20990;1904920;3460;01.04.2019
"ООО ""Банк ""Майский""";2461347;260;2512662;1673;01.04.2019
"ООО ""Банк БКФ""";11601167;114510;12163468;2684;01.04.2019
"ООО ""Банк ПСА Финанс РУС""";21246377;0;21354970;3481;01.04.2019
"ООО ""Банк РСИ""";434023;3450;488224;3415;01.04.2019
"ООО ""Банк Стандарт-Кредит""";974064;21535;1006287;841;01.04.2019
"ООО ""Голдман Сакс Банк""";76655502;3093395;80237918;3490;01.04.2019
"ООО ""Дойче Банк""";173680525;1301045;178935017;3328;01.04.2019
"ООО ""ЖИВАГО БАНК""";2402667;1695;2438370;2065;01.04.2019
"ООО ""ЗЕМКОМБАНК""";3455934;11145;3649643;574;01.04.2019
"ООО ""Земский банк""";4858563;12805;4932370;2900;01.04.2019
"ООО ""Икано Банк""";2786698;755;2809888;3519;01.04.2019
"ООО ""Инбанк""";25106359;605575;26072752;1829;01.04.2019
"ООО ""КЭБ ЭйчЭнБи Банк""";10692921;325755;11118278;3525;01.04.2019
"ООО ""Камкомбанк""";5857727;0;5926237;438;01.04.2019
"ООО ""Костромаселькомбанк""";2138079;2560;2153202;1115;01.04.2019
"ООО ""Крона-Банк""";1655492;335;1992235;2499;01.04.2019
"ООО ""Морган Стэнли Банк""";10730285;0;10879562;3456;01.04.2019
"ООО ""НКО ""Вестерн Юнион ДП Восток""";5305369;4485815;10017979;2726;01.04.2019
"ООО ""НКО ""Глобал Эксчейндж""";276480;0;323459;3533;01.04.2019
"ООО ""НОВОКИБ""";1034012;320;1075521;1747;01.04.2019
"ООО ""ОНЕЙ БАНК""";1796439;1250;1802041;3516;01.04.2019
"ООО ""Осколбанк""";819225;0;890949;1050;01.04.2019
"ООО ""Первый Клиентский Банк""";6991295;33370;7208288;3436;01.04.2019
"ООО ""Примтеркомбанк""";1331906;13890;1354629;21;01.04.2019
"ООО ""ПроКоммерцБанк""";1131261;2020;1134244;2996;01.04.2019
"ООО ""Промсельхозбанк""";2502699;20020;2610289;538;01.04.2019
"ООО ""РАМ Банк""";7504237;5420;7991189;3480;01.04.2019
"ООО ""РНКО ""ВЕСТ""";61058;0;88318;2605;01.04.2019
"ООО ""РУСБС""";825385;600;859903;779;01.04.2019
"ООО ""Русфинанс Банк""";86627209;59660;87584011;1792;01.04.2019
"ООО ""СПЕЦСТРОЙБАНК""";3963865;32300;4135812;236;01.04.2019
"ООО ""Унифондбанк""";2509352;455;2917622;3416;01.04.2019
"ООО ""ФФИН Банк""";5525125;46875;5687653;1143;01.04.2019
"ООО ""Фольксваген Банк РУС""";19268662;3075;22451841;3500;01.04.2019
"ООО ""ХКФ Банк""";305951421;7343770;328143416;316;01.04.2019
"ООО ""Хакасский муниципальный банк""";8065163;16035;8369066;1049;01.04.2019
"ООО ""Чайна Констракшн Банк""";13662232;421615;14298793;3515;01.04.2019
"ООО ""Чайнасельхозбанк""";11636328;400415;12264893;3529;01.04.2019
"ООО ""Эйч-эс-би-си Банк (РР)""";211227197;1261740;213705168;3290;01.04.2019
"ООО ""Экспобанк""";264118914;2868460;269493593;2998;01.04.2019
"ООО ""Ю Би Эс Банк""";25893820;121395;26371430;3463;01.04.2019
"ООО ""ЮМК банк""";2856024;690;2913834;3495;01.04.2019
"ООО ""банк Раунд""";14291131;337455;14780987;2506;01.04.2019
"ООО Банк ""Аверс""";149591210;0;151356847;415;01.04.2019
"ООО Банк ""Саратов""";979787;550;1012025;330;01.04.2019
ООО Банк Оранжевый;6314099;22680;6379776;1659;01.04.2019
"ООО КБ ""АРЕСБАНК""";64810558;965750;65947965;2914;01.04.2019
"ООО КБ ""Алтайкапиталбанк""";4592405;2005;4765929;2659;01.04.2019
"ООО КБ ""Альба Альянс""";5015737;44980;5102201;2593;01.04.2019
"ООО КБ ""ВНЕШФИНБАНК""";10815528;85050;11287497;3173;01.04.2019
"ООО КБ ""Взаимодействие""";669450;12370;686553;1704;01.04.2019
"ООО КБ ""ГТ банк""";7374138;5830;7396610;665;01.04.2019
"ООО КБ ""Гефест""";599460;0;669160;1046;01.04.2019
"ООО КБ ""Дружба""";561580;0;600769;990;01.04.2019
"ООО КБ ""Евроазиатский Инвестиционный Банк""";1287998;10630;1346808;2897;01.04.2019
"ООО КБ ""Жилкредит""";426812;1935;554126;1736;01.04.2019
"ООО КБ ""КОЛЬЦО УРАЛА""";30306667;393845;32051659;65;01.04.2019
"ООО КБ ""Калуга""";1142048;4445;1163524;1151;01.04.2019
"ООО КБ ""Кетовский""";4422533;0;4617037;842;01.04.2019
"ООО КБ ""Кредитинвест""";645128;2590;776193;1197;01.04.2019
"ООО КБ ""Лэнд-Банк""";395565;0;400608;1478;01.04.2019
"ООО КБ ""МВС Банк""";645309;45;647031;2407;01.04.2019
"ООО КБ ""Мегаполис""";2798469;10840;2881640;3265;01.04.2019
"ООО КБ ""Металлург""";950285;0;963268;2877;01.04.2019
"ООО КБ ""НЕВАСТРОЙИНВЕСТ""";1768061;825;1773996;1926;01.04.2019
"ООО КБ ""Нэклис-Банк""";6648456;28695;6713104;1671;01.04.2019
"ООО КБ ""ПЛАТИНА""";10303232;139570;10470182;2347;01.04.2019
"ООО КБ ""РостФинанс""";13939844;25605;14762334;481;01.04.2019
"ООО КБ ""СИНКО-БАНК""";3855650;121835;4008313;2838;01.04.2019
"ООО КБ ""Славянский кредит""";7732948;35115;7873224;2960;01.04.2019
"ООО КБ ""Столичный Кредит""";1750650;6955;1797141;2853;01.04.2019
"ООО КБ ""Тайдон""";305036;5;329767;2085;01.04.2019
"ООО КБ ""Уралфинанс""";1802384;3405;1914005;1370;01.04.2019
"ООО КБ ""Финанс Бизнес Банк""";22962640;816825;25098702;520;01.04.2019
"ООО КБ ""Холдинвестбанк""";607375;245;609332;2837;01.04.2019
"ООО КБ ""ЭКО-ИНВЕСТ""";323127;880;324355;3116;01.04.2019
ООО КБЦА;279116;1225;293259;3037;01.04.2019
"ООО КБЭР ""Банк Казани""";16094470;42905;16245408;708;01.04.2019
"ООО МИБ ""ДАЛЕНА""";1497703;13720;1526134;1948;01.04.2019
"ООО НКО ""МОБИ.Деньги""";4855717;8285;4937021;3523;01.04.2019
"ООО НКО ""Мобильная карта""";8028530;0;9453916;3522;01.04.2019
"ООО НКО ""Мурманский расчетный центр""";999281;3420;1019312;3341;01.04.2019
"ООО НКО ""Платежный Стандарт""";807329;0;850525;3530;01.04.2019
"ООО НКО ""ПэйПал РУ""";7522881;4726910;12270756;3517;01.04.2019
"ООО НКО ""ПэйЮ""";5541131;11615;5664734;3518;01.04.2019
"ООО НКО ""Расчетные Решения""";2116250;0;2302600;3524;01.04.2019
"ООО НКО ""Яндекс.Деньги""";29650788;54535;31314219;3510;01.04.2019
"ООО ПНКО ""ЭЛПЛАТ""";241796;0;256898;3535;01.04.2019
"ООО РНКО ""Единая касса""";2590398;315;2611731;3512;01.04.2019
"ООО РНКО ""ИСБ""";2154628;5065;2311078;3010;01.04.2019
"ООО РНКО ""РИБ""";4306585;0;4358558;2749;01.04.2019
"ООО банк ""Элита""";1340773;1050;1428692;1399;01.04.2019
"ПАО ""АК БАРС"" БАНК";785731784;6114215;796075814;2590;01.04.2019
"ПАО ""АКИБАНК""";21796915;83995;22183089;2587;01.04.2019
"ПАО ""БАЛТИНВЕСТБАНК""";145120841;2720340;148103836;3176;01.04.2019
"ПАО ""БАНК СГБ""";73813012;638855;75245169;2816;01.04.2019
"ПАО ""БАНК УРАЛСИБ""";828561018;6221990;851108635;2275;01.04.2019
"ПАО ""Балтийский Банк""";225588257;71195;226061900;128;01.04.2019
"ПАО ""Банк ""Екатеринбург""";7084236;19210;7474718;3161;01.04.2019
"ПАО ""Банк ""Санкт-Петербург""";1609995667;14889085;1628468247;436;01.04.2019
"ПАО ""Банк ""Торжок""";1219204;3855;1261643;933;01.04.2019
"ПАО ""Бест Эффортс Банк""";8788634;398540;9641485;435;01.04.2019
"ПАО ""БыстроБанк""";26332895;30310;26460212;1745;01.04.2019
"ПАО ""Витабанк""";5812188;10120;6034257;356;01.04.2019
"ПАО ""Дальневосточный банк""";61884239;117510;62103651;843;01.04.2019
"ПАО ""Донкомбанк""";2196750;9740;2253765;492;01.04.2019
"ПАО ""Евразийский банк""";6082493;67235;6428596;969;01.04.2019
"ПАО ""Запсибкомбанк""";151352616;481400;155267937;918;01.04.2019
"ПАО ""Крайинвестбанк""";34230563;81990;34536820;3360;01.04.2019
"ПАО ""Курскпромбанк""";34070164;47470;40887636;735;01.04.2019
"ПАО ""Липецккомбанк""";11489836;12360;11967988;1242;01.04.2019
"ПАО ""МЕТКОМБАНК""";114693177;448230;116304914;2443;01.04.2019
"ПАО ""МИнБанк""";1011135403;2474120;1165206827;912;01.04.2019
"ПАО ""МОСКОВСКИЙ КРЕДИТНЫЙ БАНК""";5280828532;107266095;5498081278;1978;01.04.2019
"ПАО ""МТС-Банк""";195232660;1594930;202338243;2268;01.04.2019
"ПАО ""НБД-Банк""";13761216;21675;14315125;1966;01.04.2019
"ПАО ""НИКО-БАНК""";11542672;89545;11806853;702;01.04.2019
"ПАО ""Невский банк""";1736256;9515;1780145;1068;01.04.2019
"ПАО ""Норвик Банк""";20873511;79510;21663107;902;01.04.2019
"ПАО ""Плюс Банк""";62826955;2372990;66816678;1189;01.04.2019
"ПАО ""Почта Банк""";390377052;13700;393923459;650;01.04.2019
"ПАО ""Промсвязьбанк""";1324726422;12455555;1360912363;3251;01.04.2019
"ПАО ""РГС Банк""";43549174;430000;44394279;3073;01.04.2019
"ПАО ""РосДорБанк""";16423260;282420;16889610;1573;01.04.2019
"ПАО ""САРОВБИЗНЕСБАНК""";22636930;83600;23311279;2048;01.04.2019
"ПАО ""СКБ-банк""";100838414;356860;101927520;705;01.04.2019
"ПАО ""Совкомбанк""";1393407279;26465405;1448508801;963;01.04.2019
"ПАО ""Спиритбанк""";1041817;1115;1118943;2053;01.04.2019
"ПАО ""Таганрогбанк""";489974;60;491345;3136;01.04.2019
"ПАО ""Томскпромстройбанк""";5309390;8400;5329980;1720;01.04.2019
"ПАО ""ЧЕЛИНДБАНК""";70427608;233985;72656874;485;01.04.2019
"ПАО ""ЧЕЛЯБИНВЕСТБАНК""";50368324;186760;52053320;493;01.04.2019
"ПАО ""Энергомашбанк""";9534772;152060;10172834;52;01.04.2019
"ПАО АКБ ""АВАНГАРД""";240875004;2773420;248415935;2879;01.04.2019
"ПАО АКБ ""Металлинвестбанк""";304398484;1269500;307545136;2440;01.04.2019
"ПАО АКБ ""Приморье""";82770599;1390805;84274525;3001;01.04.2019
"ПАО АКБ ""Связь-Банк""";503863645;3599825;512359312;1470;01.04.2019
"ПАО АКБ ""Урал ФД""";26725117;155590;27081537;249;01.04.2019
"ПАО АРКБ ""Росбизнесбанк""";2666147;51030;2737796;1405;01.04.2019
"ПАО БАНК ""СИАБ""";5698458;113030;5951495;3245;01.04.2019
"ПАО Банк ""АЛЕКСАНДРОВСКИЙ""";13082185;117415;13310038;53;01.04.2019
"ПАО Банк ""Кузнецкий""";5556098;0;5606201;609;01.04.2019
"ПАО Банк ""ФК Открытие""";2532839848;32567010;2621119650;2209;01.04.2019
ПАО Банк ЗЕНИТ;582206871;4971030;588460201;3255;01.04.2019
"ПАО КБ ""Восточный""";528112102;3299965;551128221;1460;01.04.2019
"ПАО КБ ""МПСБ""";2070388;9285;2106857;752;01.04.2019
"ПАО КБ ""ПФС-БАНК""";2059933;4605;2071224;2410;01.04.2019
"ПАО КБ ""РусьРегионБанк""";1136897;145;1148190;685;01.04.2019
"ПАО КБ ""САММИТ БАНК""";1289052;3535;1318623;85;01.04.2019
"ПАО КБ ""Сельмашбанк""";1972079;0;2007813;106;01.04.2019
"ПАО КБ ""УБРиР""";261723051;4843770;270874221;429;01.04.2019
"ПАО КБ ""Центр-инвест""";113283429;260240;119910195;2225;01.04.2019
"ПАО Комбанк ""Химик""";932627;1630;1061722;1114;01.04.2019
ПАО МОСОБЛБАНК;431350219;19475245;466405245;1751;01.04.2019
ПАО РОСБАНК;1424656643;19728515;1455431788;2272;01.04.2019
"ПАО СКБ Приморья ""Примсоцбанк""";84919809;548110;87010963;2733;01.04.2019
ПАО Сбербанк;1,20E+11;635639780;1,21E+11;1481;01.04.2019
ПАО Ставропольпромстройбанк;13750526;13495;13842352;1288;01.04.2019
"ПАО УКБ ""Новобанк""";7879519;9965;8124794;1352;01.04.2019
"ПНКО ""ИНЭКО"" (ООО)";88063;0;88962;3520;01.04.2019
Прио-Внешторгбанк (ПАО);26497625;56765;28532543;212;01.04.2019
РНКБ Банк (ПАО);197789006;232665;208604015;1354;01.04.2019
"РНКО ""Деньги.Мэйл.Ру"" (ООО)";3899481;10;3963738;3511;01.04.2019
"РНКО ""ПРОМСВЯЗЬИНВЕСТ"" (ООО)";164987;0;201362;2761;01.04.2019
"РНКО ""Платежный Центр"" (ООО)";217907467;4398480;228653626;3166;01.04.2019
"РНКО ""Р-ИНКАС"" (ООО)";301230;0;363282;3536;01.04.2019
Санкт-Петербургский банк инвестиций (АО);1334117;9980;1432702;3468;01.04.2019
ТКБ БАНК ПАО;173242806;4726880;179572431;2210;01.04.2019
ЦМРБанк (ООО);6376484;220;7497472;3531;01.04.2019
ЭКСИ-Банк (АО);1449940;17680;1484992;2530;01.04.2019
Эс-Би-Ай Банк ООО;5670592;43685;6153692;3185;01.04.2019
"""Азиатско-Тихоокеанский Банк"" (ПАО)";1289830125;26359160;1347607731;1810;01.01.2019
"""БМВ Банк"" ООО";52088394;256435;53163294;3482;01.01.2019
"""БНП ПАРИБА БАНК"" АО";673885662;3835935;678811320;3407;01.01.2019
"""БСТ-БАНК"" АО";8009591;42155;8111440;2883;01.01.2019
"""Банк ""МБА-МОСКВА"" ООО";1623458894;257750;1623739855;3395;01.01.2019
"""Банк Заречье"" (АО)";27992260;60000;28104954;817;01.01.2019
"""Банк Кремлевский"" ООО";44557363;665980;45567596;2905;01.01.2019
"""Братский АНКБ"" ПАО";18309274;43340;18474664;1144;01.01.2019
"""ЗИРААТ БАНК (МОСКВА)"" (АО)";24921342;239500;26024402;2559;01.01.2019
"""Коммерческий Индо Банк"" ООО";61758487;3087245;65630590;3446;01.01.2019
"""Мерседес-Бенц Банк Рус"" ООО";66935738;258245;69342962;3473;01.01.2019
"""Муниципальный Камчатпрофитбанк"" (АО)";35485882;222190;36136525;2103;01.01.2019
"""Натиксис Банк АО""";197182906;4561320;201818392;3390;01.01.2019
"""Нацинвестпромбанк"" (АО)";102850804;1388105;104285226;3077;01.01.2019
"""Республиканский Кредитный Альянс"" ООО";7263108;49630;7376008;3017;01.01.2019
"""Русьуниверсалбанк"" (ООО)";63498348;136380;64551949;3293;01.01.2019
"""СДМ-Банк"" (ПАО)";364183992;5596750;373448513;1637;01.01.2019
"""СИБСОЦБАНК"" ООО";15449305;8740;15487760;2015;01.01.2019
"""СОЦИУМ-БАНК"" (ООО)";8912894;34875;9321044;2881;01.01.2019
"""СеверСтройБанк"" АО";671552;0;682446;3507;01.01.2019
"""Северный Народный Банк"" (ПАО)";30565274;238740;31071663;2721;01.01.2019
"""Сетелем Банк"" ООО";426800755;127965;436521866;2168;01.01.2019
"""Тимер Банк"" (ПАО)";83722384;78370;85166513;1581;01.01.2019
"(АО ""Банк ""Агророс"")";33832146;117335;34186499;2860;01.01.2019
"АБ ""АСПЕКТ"" (АО)";15652365;82220;15991276;608;01.01.2019
"АБ ""Девон-Кредит"" (ПАО)";61039167;93970;62078726;1972;01.01.2019
"АКБ ""АКТИВ БАНК"" (ПАО)";12248546;8120;12474188;2529;01.01.2019
"АКБ ""АПАБАНК"" (АО)";16155303;77825;16236176;2404;01.01.2019
"АКБ ""Абсолют Банк"" (ПАО)";2105545400;6965205;2138802751;2306;01.01.2019
"АКБ ""Алмазэргиэнбанк"" АО";86500935;564205;88193916;2602;01.01.2019
"АКБ ""БЭНК ОФ ЧАЙНА"" (АО)";1397720301;3972935;1402688303;2309;01.01.2019
"АКБ ""Держава"" ПАО";146771216;2553730;154321795;2738;01.01.2019
"АКБ ""ИРС"" (АО)";16724959;55860;17073186;272;01.01.2019
"АКБ ""Ижкомбанк"" (ПАО)";24448072;123060;25204586;646;01.01.2019
"АКБ ""Инвестторгбанк"" (ПАО)";284559251;1830380;305235466;2763;01.01.2019
"АКБ ""Кузбассхимбанк"" (ПАО)";4924732;770;5094064;2868;01.01.2019
"АКБ ""Ланта-Банк"" (АО)";286723399;1117500;288444407;1920;01.01.2019
"АКБ ""НБВК"" (АО)";9588331;39090;9699935;3214;01.01.2019
"АКБ ""НООСФЕРА"" (АО)";6371136;28245;6536848;2650;01.01.2019
"АКБ ""НРБанк"" (АО)";50608300;468425;51724619;2170;01.01.2019
"АКБ ""ПЕРЕСВЕТ"" (АО)";549680897;4385250;557123362;2110;01.01.2019
"АКБ ""ПРОМИНВЕСТБАНК"" (ПАО)";30924258;14225;31019047;2433;01.01.2019
"АКБ ""Проинвестбанк"" (ПАО)";4107662;8670;4154368;784;01.01.2019
"АКБ ""Ресурс-траст"" (АО)";4532885;87325;4752318;3122;01.01.2019
"АКБ ""СЛАВИЯ"" (АО)";67836292;4505710;72583924;2664;01.01.2019
"АКБ ""ТЕНДЕР-БАНК"" (АО)";10880677;50470;11355618;2252;01.01.2019
"АКБ ""Трансстройбанк"" (АО)";36682698;451250;37208396;2807;01.01.2019
"АКБ ""ФОРА-БАНК"" (АО)";359003591;3394500;364110226;1885;01.01.2019
"АКБ ""Форштадт"" (АО)";70609080;376650;71658662;2208;01.01.2019
"АКБ ""ЧУВАШКРЕДИТПРОМБАНК"" ПАО";23228724;0;23289797;1280;01.01.2019
"АКБ ""Энергобанк"" (ПАО)";165817716;179420;168291408;67;01.01.2019
"АККСБ ""КС БАНК"" (ПАО)";39118432;95305;39846480;1752;01.01.2019
"АО ""АБ ""РОССИЯ""";1870276768;14759475;1899173240;328;01.01.2019
"АО ""АЛЬФА-БАНК""";34652782571;467416090;35476565802;1326;01.01.2019
"АО ""Автоградбанк""";19798091;109365;19993911;1455;01.01.2019
"АО ""БАЛАКОВО-БАНК""";6639520;5845;6673765;444;01.01.2019
"АО ""БАНК БЕРЕЙТ""";1662431;0;1664014;3505;01.01.2019
"АО ""БАНК ОРЕНБУРГ""";22717138;78930;22969858;3269;01.01.2019
"АО ""БАНК РЕАЛИСТ""";27800541;229400;28310634;2646;01.01.2019
"АО ""БИНБАНК Диджитал""";807762;0;946638;2827;01.01.2019
"АО ""БКС Банк""";1679063404;6985790;1687327721;101;01.01.2019
"АО ""БМ-Банк""";1960688313;2320885;1990941267;2748;01.01.2019
"АО ""БайкалИнвестБанк""";206726664;437220;208048984;1067;01.01.2019
"АО ""Банк ""Вологжанин""";18196785;40845;19084549;1896;01.01.2019
"АО ""Банк Акцепт""";57880548;143160;59139022;567;01.01.2019
"АО ""Банк ДОМ.РФ""";1619153305;14465050;1665262406;2312;01.01.2019
"АО ""Банк ЖилФинанс""";46103689;271925;46879450;3138;01.01.2019
"АО ""Банк Интеза""";518025178;10772680;529864649;2216;01.01.2019
"АО ""Банк Кредит Свисс (Москва)""";1018178450;3331500;1024957429;2494;01.01.2019
"АО ""Банк Русский Стандарт""";3402715647;82961030;3488348452;2289;01.01.2019
"АО ""Банк ФИНАМ""";37572342;592095;38818405;2799;01.01.2019
"АО ""Банк Финсервис""";326345083;4240760;334054293;3388;01.01.2019
"АО ""Банк ЧБРР""";15048614;5730;15176764;3527;01.01.2019
"АО ""ВЛАДБИЗНЕСБАНК""";9063545;36035;9382102;903;01.01.2019
"АО ""ВОКБАНК""";17500455;13990;18029002;312;01.01.2019
"АО ""ВУЗ-банк""";336923394;2766220;350792274;1557;01.01.2019
"АО ""Великие Луки банк""";3311789;6045;3335754;598;01.01.2019
"АО ""ГЕНБАНК""";140304583;205080;141466294;2490;01.01.2019
"АО ""ГОРБАНК""";29295881;38270;29737956;2982;01.01.2019
"АО ""ГУТА-БАНК""";56003418;180060;56453828;256;01.01.2019
"АО ""Газнефтьбанк""";11558795;2760;11635930;3223;01.01.2019
"АО ""Газэнергобанк""";85370141;390580;85932927;3252;01.01.2019
"АО ""ГринКомБанк""";3747814;16290;3959597;1184;01.01.2019
"АО ""Данске банк""";137613616;704280;139953082;3307;01.01.2019
"АО ""Денизбанк Москва""";198547107;2859355;203087261;3330;01.01.2019
"АО ""Заубер Банк""";25106138;161290;25527748;1614;01.01.2019
"АО ""ИК Банк""";20873480;605255;21546623;1732;01.01.2019
"АО ""ИТ Банк""";13455432;124670;13633647;2609;01.01.2019
"АО ""ИШБАНК""";143371560;2868090;146763423;2867;01.01.2019
"АО ""КАБ ""Викинг""";33393838;213920;33678406;2;01.01.2019
"АО ""КБ ДельтаКредит""";392932682;5452935;405454446;3338;01.01.2019
"АО ""КОММЕРЦБАНК (ЕВРАЗИЯ)""";822999632;5807325;834082593;3333;01.01.2019
"АО ""КОШЕЛЕВ-БАНК""";74967016;664430;76059543;3300;01.01.2019
"АО ""Кемсоцинбанк""";7670842;0;7747188;96;01.01.2019
"АО ""Классик Эконом Банк""";4359265;10930;4425224;3298;01.01.2019
"АО ""Кранбанк""";21097564;79900;21239376;2271;01.01.2019
"АО ""Кредит Европа Банк""";1072402240;23595495;1098704256;3311;01.01.2019
"АО ""Кредпромбанк""";11231797;13500;11331396;1165;01.01.2019
"АО ""Кросна-Банк""";19193559;372575;19642167;2607;01.01.2019
"АО ""Кубаньторгбанк""";12616459;29350;12867833;478;01.01.2019
"АО ""Кузнецкбизнесбанк""";21872307;95305;22253131;1158;01.01.2019
"АО ""МАЙКОПБАНК""";3519562;0;3579790;1136;01.01.2019
"АО ""МБ Банк""";516178220;1627215;520250316;3396;01.01.2019
"АО ""МОСКОМБАНК""";21892939;155165;22314774;3172;01.01.2019
"АО ""МСП Банк""";278931467;233250;279965267;3340;01.01.2019
"АО ""МТИ Банк""";9639244;78160;9787456;1052;01.01.2019
"АО ""Мидзухо Банк (Москва)""";349789887;3654415;356467978;3337;01.01.2019
"АО ""НВКбанк""";29947514;19390;30302854;931;01.01.2019
"АО ""НДБанк""";13259805;353845;13641120;2374;01.01.2019
"АО ""НК Банк""";154753928;2363535;159032964;2755;01.01.2019
"АО ""НС Банк""";152911018;2045205;155408744;3124;01.01.2019
"АО ""Народный банк""";23512495;8865;23795090;2249;01.01.2019
"АО ""Нефтепромбанк""";31247594;82075;31395380;2156;01.01.2019
"АО ""Нордеа Банк""";4484960901;33442165;4527074370;3016;01.01.2019
"АО ""ОРБАНК""";30880648;270650;31171730;937;01.01.2019
"АО ""ОТП Банк""";1173091271;7342585;1186568454;2766;01.01.2019
"АО ""ПЕРВОУРАЛЬСКБАНК""";9014830;14290;9110961;965;01.01.2019
"АО ""Первый Дортрансбанк""";7047548;17890;7117797;3271;01.01.2019
"АО ""Первый Инвестиционный Банк""";5399948;20580;5465088;604;01.01.2019
"АО ""ПроБанк""";13276374;242570;13614562;3296;01.01.2019
"АО ""РН Банк""";387534249;1231300;396858409;170;01.01.2019
"АО ""РТС-Банк""";6880740;0;7066032;3401;01.01.2019
